timestamp_utc,run_id,container_id,cpu_percent,memory_usage,memory_limit,memory_percent,net_io,block_io,pids
"2026-07-31T11:54:40.7443583Z","performance_01","dc3ae6023b26","155.31%","1.715GiB","7.612GiB","22.53%","4.2MB / 2.46MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:43.7491895Z","performance_01","dc3ae6023b26","157.24%","1.753GiB","7.612GiB","23.03%","4.2MB / 2.46MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:45.7801976Z","performance_01","dc3ae6023b26","161.59%","1.808GiB","7.612GiB","23.75%","4.2MB / 2.46MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:47.8138118Z","performance_01","dc3ae6023b26","160.34%","1.857GiB","7.612GiB","24.40%","4.2MB / 2.46MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:49.8456761Z","performance_01","dc3ae6023b26","162.57%","1.885GiB","7.612GiB","24.76%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:51.8764503Z","performance_01","dc3ae6023b26","165.26%","1.974GiB","7.612GiB","25.93%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:54.8813288Z","performance_01","dc3ae6023b26","168.35%","2.029GiB","7.612GiB","26.65%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:56.9105185Z","performance_01","dc3ae6023b26","162.28%","2.07GiB","7.612GiB","27.20%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:54:58.9421152Z","performance_01","dc3ae6023b26","162.25%","2.107GiB","7.612GiB","27.67%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:00.9729676Z","performance_01","dc3ae6023b26","165.81%","2.199GiB","7.612GiB","28.88%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:03.9768907Z","performance_01","dc3ae6023b26","162.82%","2.251GiB","7.612GiB","29.57%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:06.0095817Z","performance_01","dc3ae6023b26","164.90%","2.287GiB","7.612GiB","30.04%","4.21MB / 2.47MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:08.0466843Z","performance_01","dc3ae6023b26","163.62%","2.34GiB","7.612GiB","30.74%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:10.0760662Z","performance_01","dc3ae6023b26","162.41%","2.399GiB","7.612GiB","31.51%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:13.0807169Z","performance_01","dc3ae6023b26","166.62%","2.436GiB","7.612GiB","32.00%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:15.1133661Z","performance_01","dc3ae6023b26","165.37%","2.486GiB","7.612GiB","32.66%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:17.1434876Z","performance_01","dc3ae6023b26","164.85%","2.539GiB","7.612GiB","33.35%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:19.1722721Z","performance_01","dc3ae6023b26","166.97%","2.565GiB","7.612GiB","33.70%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:21.2039757Z","performance_01","dc3ae6023b26","166.17%","2.641GiB","7.612GiB","34.70%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:24.2094611Z","performance_01","dc3ae6023b26","162.99%","2.681GiB","7.612GiB","35.22%","4.22MB / 2.48MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:26.2383001Z","performance_01","dc3ae6023b26","163.22%","2.73GiB","7.612GiB","35.87%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:28.2693616Z","performance_01","dc3ae6023b26","166.17%","2.78GiB","7.612GiB","36.52%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:30.3010067Z","performance_01","dc3ae6023b26","167.95%","2.844GiB","7.612GiB","37.37%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:33.3062114Z","performance_01","dc3ae6023b26","166.17%","2.893GiB","7.612GiB","38.01%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:35.3357977Z","performance_01","dc3ae6023b26","165.89%","2.938GiB","7.612GiB","38.59%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:37.3652244Z","performance_01","dc3ae6023b26","170.13%","3.002GiB","7.612GiB","39.43%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:39.3982326Z","performance_01","dc3ae6023b26","165.95%","3.05GiB","7.612GiB","40.06%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:41.4297304Z","performance_01","dc3ae6023b26","165.37%","3.121GiB","7.612GiB","41.00%","4.23MB / 2.49MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:44.4348167Z","performance_01","dc3ae6023b26","163.42%","3.147GiB","7.612GiB","41.34%","4.24MB / 2.5MB","71.2GB / 34.7GB","108"
"2026-07-31T11:55:46.4649898Z","performance_01","dc3ae6023b26","166.91%","3.15GiB","7.612GiB","41.38%","4.24MB / 2.5MB","71.3GB / 34.7GB","108"
"2026-07-31T11:55:48.4960297Z","performance_01","dc3ae6023b26","172.12%","3.153GiB","7.612GiB","41.41%","4.24MB / 2.5MB","71.3GB / 34.7GB","108"
"2026-07-31T11:55:50.5259387Z","performance_01","dc3ae6023b26","170.02%","3.165GiB","7.612GiB","41.57%","4.24MB / 2.5MB","71.4GB / 34.7GB","108"
"2026-07-31T11:55:53.5308795Z","performance_01","dc3ae6023b26","171.00%","3.197GiB","7.612GiB","41.99%","4.24MB / 2.5MB","71.4GB / 34.7GB","108"
"2026-07-31T11:55:55.5611048Z","performance_01","dc3ae6023b26","165.28%","3.187GiB","7.612GiB","41.87%","4.24MB / 2.5MB","71.5GB / 34.7GB","108"
"2026-07-31T11:55:57.5918900Z","performance_01","dc3ae6023b26","169.96%","3.19GiB","7.612GiB","41.90%","4.24MB / 2.5MB","71.5GB / 34.7GB","108"
"2026-07-31T11:55:59.6234263Z","performance_01","dc3ae6023b26","167.43%","3.187GiB","7.612GiB","41.87%","4.24MB / 2.5MB","71.6GB / 34.7GB","108"
"2026-07-31T11:56:01.6530050Z","performance_01","dc3ae6023b26","166.57%","3.195GiB","7.612GiB","41.97%","4.24MB / 2.5MB","71.6GB / 34.7GB","108"
"2026-07-31T11:56:04.6573888Z","performance_01","dc3ae6023b26","165.29%","3.198GiB","7.612GiB","42.01%","4.25MB / 2.51MB","71.7GB / 34.7GB","108"
"2026-07-31T11:56:06.6865095Z","performance_01","dc3ae6023b26","156.71%","3.227GiB","7.612GiB","42.39%","4.25MB / 2.51MB","71.7GB / 34.7GB","108"
"2026-07-31T11:56:08.7177308Z","performance_01","dc3ae6023b26","166.38%","3.219GiB","7.612GiB","42.29%","4.25MB / 2.51MB","71.8GB / 34.7GB","108"
"2026-07-31T11:56:10.7481564Z","performance_01","dc3ae6023b26","168.89%","3.221GiB","7.612GiB","42.31%","4.25MB / 2.51MB","71.9GB / 34.7GB","108"
"2026-07-31T11:56:13.7524570Z","performance_01","dc3ae6023b26","166.34%","3.225GiB","7.612GiB","42.37%","4.25MB / 2.51MB","71.9GB / 34.7GB","108"
"2026-07-31T11:56:15.7900952Z","performance_01","dc3ae6023b26","166.78%","3.23GiB","7.612GiB","42.43%","4.25MB / 2.51MB","72GB / 34.7GB","108"
"2026-07-31T11:56:17.8269511Z","performance_01","dc3ae6023b26","165.54%","3.22GiB","7.612GiB","42.30%","4.25MB / 2.51MB","72GB / 34.7GB","108"
"2026-07-31T11:56:19.8617949Z","performance_01","dc3ae6023b26","166.21%","3.255GiB","7.612GiB","42.75%","4.25MB / 2.51MB","72.1GB / 34.7GB","108"
"2026-07-31T11:56:21.8973611Z","performance_01","dc3ae6023b26","166.97%","3.25GiB","7.612GiB","42.69%","4.26MB / 2.52MB","72.1GB / 34.7GB","108"
"2026-07-31T11:56:24.9004396Z","performance_01","dc3ae6023b26","169.27%","3.25GiB","7.612GiB","42.69%","4.26MB / 2.52MB","72.2GB / 34.7GB","108"
"2026-07-31T11:56:26.9330071Z","performance_01","dc3ae6023b26","164.07%","3.264GiB","7.612GiB","42.88%","4.26MB / 2.52MB","72.2GB / 34.7GB","108"
"2026-07-31T11:56:28.9668832Z","performance_01","dc3ae6023b26","167.11%","3.253GiB","7.612GiB","42.73%","4.26MB / 2.52MB","72.3GB / 34.7GB","108"
"2026-07-31T11:56:30.9997659Z","performance_01","dc3ae6023b26","173.25%","3.258GiB","7.612GiB","42.80%","4.26MB / 2.52MB","72.4GB / 34.7GB","108"
"2026-07-31T11:56:34.0051614Z","performance_01","dc3ae6023b26","169.91%","3.257GiB","7.612GiB","42.79%","4.26MB / 2.52MB","72.4GB / 34.7GB","108"
"2026-07-31T11:56:36.0394107Z","performance_01","dc3ae6023b26","179.76%","3.293GiB","7.612GiB","43.26%","4.26MB / 2.52MB","72.5GB / 34.7GB","108"
"2026-07-31T11:56:38.0704328Z","performance_01","dc3ae6023b26","165.58%","3.297GiB","7.612GiB","43.31%","4.26MB / 2.52MB","72.5GB / 34.7GB","108"
"2026-07-31T11:56:40.1035716Z","performance_01","dc3ae6023b26","168.94%","3.292GiB","7.612GiB","43.25%","4.27MB / 2.53MB","72.6GB / 34.7GB","108"
"2026-07-31T11:56:43.1082477Z","performance_01","dc3ae6023b26","166.77%","3.293GiB","7.612GiB","43.26%","4.27MB / 2.53MB","72.6GB / 34.7GB","108"
"2026-07-31T11:56:45.1382301Z","performance_01","dc3ae6023b26","164.18%","3.294GiB","7.612GiB","43.27%","4.27MB / 2.53MB","72.7GB / 34.7GB","108"
"2026-07-31T11:56:47.1703389Z","performance_01","dc3ae6023b26","167.27%","3.309GiB","7.612GiB","43.47%","4.27MB / 2.53MB","72.7GB / 34.7GB","108"
"2026-07-31T11:56:49.2042127Z","performance_01","dc3ae6023b26","165.88%","3.311GiB","7.612GiB","43.50%","4.27MB / 2.53MB","72.8GB / 34.7GB","108"
"2026-07-31T11:56:51.2351759Z","performance_01","dc3ae6023b26","161.03%","3.305GiB","7.612GiB","43.42%","4.27MB / 2.53MB","72.9GB / 34.7GB","108"
"2026-07-31T11:56:54.2393614Z","performance_01","dc3ae6023b26","168.92%","3.307GiB","7.612GiB","43.44%","4.27MB / 2.53MB","72.9GB / 34.7GB","108"
"2026-07-31T11:56:56.2717784Z","performance_01","dc3ae6023b26","168.89%","3.308GiB","7.612GiB","43.45%","4.27MB / 2.53MB","73GB / 34.7GB","108"
"2026-07-31T11:56:58.3033406Z","performance_01","dc3ae6023b26","183.17%","3.35GiB","7.612GiB","44.01%","4.27MB / 2.53MB","73GB / 34.7GB","108"
"2026-07-31T11:57:00.3348296Z","performance_01","dc3ae6023b26","167.54%","3.315GiB","7.612GiB","43.55%","4.28MB / 2.54MB","73.1GB / 34.7GB","108"
"2026-07-31T11:57:03.3406782Z","performance_01","dc3ae6023b26","164.76%","3.317GiB","7.612GiB","43.58%","4.28MB / 2.54MB","73.1GB / 34.7GB","108"
"2026-07-31T11:57:05.3732332Z","performance_01","dc3ae6023b26","163.44%","3.32GiB","7.612GiB","43.62%","4.28MB / 2.54MB","73.2GB / 34.7GB","108"
"2026-07-31T11:57:07.4059343Z","performance_01","dc3ae6023b26","162.18%","3.335GiB","7.612GiB","43.81%","4.28MB / 2.54MB","73.2GB / 34.7GB","108"
"2026-07-31T11:57:09.4409028Z","performance_01","dc3ae6023b26","163.34%","3.318GiB","7.612GiB","43.58%","4.28MB / 2.54MB","73.3GB / 34.7GB","108"
"2026-07-31T11:57:11.4728707Z","performance_01","dc3ae6023b26","167.37%","3.324GiB","7.612GiB","43.66%","4.28MB / 2.54MB","73.4GB / 34.7GB","108"
"2026-07-31T11:57:14.4775509Z","performance_01","dc3ae6023b26","175.24%","3.356GiB","7.612GiB","44.09%","4.28MB / 2.54MB","73.4GB / 34.7GB","108"
"2026-07-31T11:57:16.5115803Z","performance_01","dc3ae6023b26","167.43%","3.329GiB","7.612GiB","43.74%","4.28MB / 2.54MB","73.5GB / 34.7GB","108"
"2026-07-31T11:57:18.5438703Z","performance_01","dc3ae6023b26","167.60%","3.328GiB","7.612GiB","43.71%","4.29MB / 2.55MB","73.5GB / 34.7GB","108"
"2026-07-31T11:57:20.5767533Z","performance_01","dc3ae6023b26","167.18%","3.323GiB","7.612GiB","43.65%","4.29MB / 2.55MB","73.6GB / 34.7GB","108"
"2026-07-31T11:57:23.5824194Z","performance_01","dc3ae6023b26","168.94%","3.326GiB","7.612GiB","43.69%","4.29MB / 2.55MB","73.6GB / 34.7GB","108"
"2026-07-31T11:57:25.6145694Z","performance_01","dc3ae6023b26","166.73%","3.323GiB","7.612GiB","43.66%","4.29MB / 2.55MB","73.7GB / 34.7GB","108"
"2026-07-31T11:57:27.6448538Z","performance_01","dc3ae6023b26","168.40%","3.323GiB","7.612GiB","43.65%","4.29MB / 2.55MB","73.7GB / 34.7GB","108"
"2026-07-31T11:57:29.6775052Z","performance_01","dc3ae6023b26","169.19%","3.322GiB","7.612GiB","43.64%","4.29MB / 2.55MB","73.8GB / 34.7GB","108"
"2026-07-31T11:57:31.7106950Z","performance_01","dc3ae6023b26","168.15%","3.327GiB","7.612GiB","43.70%","4.29MB / 2.55MB","73.8GB / 34.7GB","108"
"2026-07-31T11:57:34.7161074Z","performance_01","dc3ae6023b26","172.23%","3.326GiB","7.612GiB","43.69%","4.29MB / 2.55MB","73.9GB / 34.7GB","108"
"2026-07-31T11:57:36.7470360Z","performance_01","dc3ae6023b26","175.57%","3.341GiB","7.612GiB","43.89%","4.29MB / 2.55MB","73.9GB / 34.7GB","108"
"2026-07-31T11:57:38.7800173Z","performance_01","dc3ae6023b26","165.27%","3.341GiB","7.612GiB","43.89%","4.3MB / 2.56MB","74GB / 34.7GB","108"
"2026-07-31T11:57:40.8116141Z","performance_01","dc3ae6023b26","167.63%","3.335GiB","7.612GiB","43.81%","4.3MB / 2.56MB","74GB / 34.7GB","108"
"2026-07-31T11:57:43.8177362Z","performance_01","dc3ae6023b26","169.59%","3.336GiB","7.612GiB","43.83%","4.3MB / 2.56MB","74.1GB / 34.7GB","108"
"2026-07-31T11:57:45.8519875Z","performance_01","dc3ae6023b26","168.49%","3.336GiB","7.612GiB","43.82%","4.3MB / 2.56MB","74.2GB / 34.7GB","108"
"2026-07-31T11:57:47.8852801Z","performance_01","dc3ae6023b26","163.90%","3.337GiB","7.612GiB","43.83%","4.3MB / 2.56MB","74.2GB / 34.7GB","108"
"2026-07-31T11:57:49.9188640Z","performance_01","dc3ae6023b26","169.48%","3.338GiB","7.612GiB","43.85%","4.3MB / 2.56MB","74.3GB / 34.7GB","108"
"2026-07-31T11:57:51.9600319Z","performance_01","dc3ae6023b26","171.10%","3.335GiB","7.612GiB","43.81%","4.3MB / 2.56MB","74.3GB / 34.7GB","108"
"2026-07-31T11:57:54.9660042Z","performance_01","dc3ae6023b26","165.39%","3.335GiB","7.612GiB","43.81%","4.3MB / 2.56MB","74.4GB / 34.7GB","108"
"2026-07-31T11:57:56.9977877Z","performance_01","dc3ae6023b26","164.97%","3.336GiB","7.612GiB","43.82%","4.31MB / 2.57MB","74.4GB / 34.7GB","108"
"2026-07-31T11:57:59.0314413Z","performance_01","dc3ae6023b26","168.96%","3.335GiB","7.612GiB","43.81%","4.31MB / 2.57MB","74.5GB / 34.7GB","108"
"2026-07-31T11:58:01.0621417Z","performance_01","dc3ae6023b26","169.07%","3.339GiB","7.612GiB","43.86%","4.31MB / 2.57MB","74.5GB / 34.7GB","108"
"2026-07-31T11:58:04.0669760Z","performance_01","dc3ae6023b26","168.95%","3.34GiB","7.612GiB","43.87%","4.31MB / 2.57MB","74.6GB / 34.7GB","108"
"2026-07-31T11:58:06.1033928Z","performance_01","dc3ae6023b26","173.08%","3.334GiB","7.612GiB","43.79%","4.31MB / 2.57MB","74.6GB / 34.7GB","108"
"2026-07-31T11:58:08.1361468Z","performance_01","dc3ae6023b26","169.58%","3.336GiB","7.612GiB","43.82%","4.31MB / 2.57MB","74.7GB / 34.7GB","108"
"2026-07-31T11:58:10.1678607Z","performance_01","dc3ae6023b26","166.74%","3.332GiB","7.612GiB","43.77%","4.31MB / 2.57MB","74.8GB / 34.7GB","108"
"2026-07-31T11:58:13.1723195Z","performance_01","dc3ae6023b26","170.52%","3.333GiB","7.612GiB","43.78%","4.31MB / 2.57MB","74.8GB / 34.7GB","108"
"2026-07-31T11:58:15.2055124Z","performance_01","dc3ae6023b26","169.41%","3.333GiB","7.612GiB","43.78%","4.32MB / 2.58MB","74.9GB / 34.7GB","108"
"2026-07-31T11:58:17.2395521Z","performance_01","dc3ae6023b26","163.52%","3.334GiB","7.612GiB","43.80%","4.32MB / 2.58MB","74.9GB / 34.7GB","108"
"2026-07-31T11:58:19.2704352Z","performance_01","dc3ae6023b26","170.30%","3.332GiB","7.612GiB","43.77%","4.32MB / 2.58MB","75GB / 34.7GB","108"
"2026-07-31T11:58:21.3049099Z","performance_01","dc3ae6023b26","179.44%","3.377GiB","7.612GiB","44.37%","4.32MB / 2.58MB","75GB / 34.7GB","108"
"2026-07-31T11:58:24.3093938Z","performance_01","dc3ae6023b26","167.42%","3.378GiB","7.612GiB","44.38%","4.32MB / 2.58MB","75.1GB / 34.7GB","108"
"2026-07-31T11:58:26.3400106Z","performance_01","dc3ae6023b26","165.41%","3.379GiB","7.612GiB","44.38%","4.32MB / 2.58MB","75.1GB / 34.7GB","108"
"2026-07-31T11:58:28.3703828Z","performance_01","dc3ae6023b26","168.44%","3.387GiB","7.612GiB","44.49%","4.32MB / 2.58MB","75.2GB / 34.7GB","108"
"2026-07-31T11:58:30.4019887Z","performance_01","dc3ae6023b26","164.61%","3.407GiB","7.612GiB","44.75%","4.32MB / 2.58MB","75.2GB / 34.7GB","108"
"2026-07-31T11:58:33.4089124Z","performance_01","dc3ae6023b26","165.74%","3.397GiB","7.612GiB","44.63%","4.33MB / 2.59MB","75.3GB / 34.7GB","108"
"2026-07-31T11:58:35.4385576Z","performance_01","dc3ae6023b26","164.63%","3.399GiB","7.612GiB","44.65%","4.33MB / 2.59MB","75.4GB / 34.7GB","108"
"2026-07-31T11:58:37.4683532Z","performance_01","dc3ae6023b26","173.55%","3.402GiB","7.612GiB","44.69%","4.33MB / 2.59MB","75.4GB / 34.7GB","108"
"2026-07-31T11:58:39.5017332Z","performance_01","dc3ae6023b26","166.60%","3.403GiB","7.612GiB","44.70%","4.33MB / 2.59MB","75.4GB / 34.7GB","108"
"2026-07-31T11:58:41.5315586Z","performance_01","dc3ae6023b26","162.28%","3.398GiB","7.612GiB","44.63%","4.33MB / 2.59MB","75.5GB / 34.7GB","108"
"2026-07-31T11:58:44.5363112Z","performance_01","dc3ae6023b26","163.79%","3.398GiB","7.612GiB","44.64%","4.33MB / 2.59MB","75.6GB / 34.7GB","108"
"2026-07-31T11:58:46.5683261Z","performance_01","dc3ae6023b26","163.99%","3.401GiB","7.612GiB","44.68%","4.33MB / 2.59MB","75.6GB / 34.7GB","108"
"2026-07-31T11:58:48.6023272Z","performance_01","dc3ae6023b26","189.51%","3.465GiB","7.612GiB","45.51%","4.33MB / 2.59MB","75.7GB / 34.7GB","108"
"2026-07-31T11:58:50.6327703Z","performance_01","dc3ae6023b26","162.57%","3.444GiB","7.612GiB","45.24%","4.34MB / 2.6MB","75.7GB / 34.7GB","108"
"2026-07-31T11:58:53.6372182Z","performance_01","dc3ae6023b26","165.00%","3.434GiB","7.612GiB","45.11%","4.34MB / 2.6MB","75.8GB / 34.7GB","108"
"2026-07-31T11:58:55.6672911Z","performance_01","dc3ae6023b26","168.47%","3.435GiB","7.612GiB","45.13%","4.34MB / 2.6MB","75.8GB / 34.7GB","108"
"2026-07-31T11:58:57.6986566Z","performance_01","dc3ae6023b26","163.92%","3.435GiB","7.612GiB","45.13%","4.34MB / 2.6MB","75.9GB / 34.7GB","108"
"2026-07-31T11:58:59.7299117Z","performance_01","dc3ae6023b26","166.96%","3.433GiB","7.612GiB","45.10%","4.34MB / 2.6MB","75.9GB / 34.7GB","108"
"2026-07-31T11:59:01.7629441Z","performance_01","dc3ae6023b26","171.00%","3.439GiB","7.612GiB","45.18%","4.34MB / 2.6MB","76GB / 34.7GB","108"
"2026-07-31T11:59:04.7678228Z","performance_01","dc3ae6023b26","163.84%","3.439GiB","7.612GiB","45.18%","4.34MB / 2.6MB","76.1GB / 34.7GB","108"
"2026-07-31T11:59:06.8007051Z","performance_01","dc3ae6023b26","169.76%","3.44GiB","7.612GiB","45.19%","4.34MB / 2.6MB","76.1GB / 34.7GB","108"
"2026-07-31T11:59:08.8314482Z","performance_01","dc3ae6023b26","165.17%","3.444GiB","7.612GiB","45.24%","4.34MB / 2.6MB","76.2GB / 34.7GB","108"
"2026-07-31T11:59:10.8612658Z","performance_01","dc3ae6023b26","163.71%","3.436GiB","7.612GiB","45.14%","4.35MB / 2.61MB","76.2GB / 34.7GB","108"
"2026-07-31T11:59:13.8657600Z","performance_01","dc3ae6023b26","169.17%","3.438GiB","7.612GiB","45.16%","4.35MB / 2.61MB","76.3GB / 34.7GB","108"
"2026-07-31T11:59:15.8976084Z","performance_01","dc3ae6023b26","165.44%","3.437GiB","7.612GiB","45.15%","4.35MB / 2.61MB","76.3GB / 34.7GB","108"
"2026-07-31T11:59:17.9282182Z","performance_01","dc3ae6023b26","164.90%","3.438GiB","7.612GiB","45.16%","4.35MB / 2.61MB","76.4GB / 34.7GB","108"
"2026-07-31T11:59:19.9585691Z","performance_01","dc3ae6023b26","183.20%","3.476GiB","7.612GiB","45.66%","4.35MB / 2.61MB","76.5GB / 34.7GB","108"
"2026-07-31T11:59:22.9873074Z","performance_01","dc3ae6023b26","163.07%","3.435GiB","7.612GiB","45.12%","4.35MB / 2.61MB","76.5GB / 34.7GB","108"
"2026-07-31T11:59:25.0191114Z","performance_01","dc3ae6023b26","163.34%","3.437GiB","7.612GiB","45.15%","4.35MB / 2.61MB","76.5GB / 34.7GB","108"
